Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Somerset,44,Good,1,Good,33,Good,5,Good,44,Good,37.0834,-84.6109
United States of America,Spring Valley,59,Moderate,1,Good,26,Good,10,Good,59,Moderate,36.0952,-115.2636
United States of America,Spring Valley,59,Moderate,1,Good,26,Good,10,Good,59,Moderate,41.1151,-74.0486
United States of America,Spring Valley,59,Moderate,1,Good,26,Good,10,Good,59,Moderate,32.7317,-116.9766
United States of America,Scituate,45,Good,1,Good,35,Good,5,Good,45,Good,42.1992,-70.759
United States of America,Scituate,45,Good,1,Good,35,Good,5,Good,45,Good,41.7926,-71.6203
Brazil,Areia Branca,21,Good,0,Good,21,Good,0,Good,19,Good,-4.9558,-37.1369
Brazil,Areia Branca,21,Good,0,Good,21,Good,0,Good,19,Good,-10.7578,-37.315
Philippines,Astorga,39,Good,1,Good,15,Good,0,Good,39,Good,-23.2328,-51.6658
Philippines,Astorga,39,Good,1,Good,15,Good,0,Good,39,Good,42.4589,-6.0633
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,18.4167,-91.6333
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,7.2,124.7833
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,7.3606,125.7064
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,9.8167,124.2
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,8.9999,125.2648
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,9.2289,126.0167
,Ternate,22,Good,1,Good,16,Good,0,Good,22,Good,0.78,127.3819
,Ternate,22,Good,1,Good,16,Good,0,Good,22,Good,14.2833,120.7167
Côte d'Ivoire,Touba,29,Good,1,Good,14,Good,0,Good,29,Good,14.8667,-15.8833
Côte d'Ivoire,Touba,29,Good,1,Good,14,Good,0,Good,29,Good,8.2833,-7.6833
Greece,Tripoli,44,Good,1,Good,44,Good,0,Good,30,Good,32.8872,13.1914
Greece,Tripoli,44,Good,1,Good,44,Good,0,Good,30,Good,34.4367,35.8344
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,-8.112,-79.0288
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,15.9186,-85.9533
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,9.417,-70.5
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,4.25,-76.3333
Peru,Trujillo,47,Good,1,Good,16,Good,2,Good,47,Good,39.4653,-5.8789
France,Vernouillet,60,Moderate,1,Good,20,Good,6,Good,60,Moderate,48.7208,1.3606
France,Vernouillet,60,Moderate,1,Good,20,Good,6,Good,60,Moderate,48.9722,1.9833
Argentina,Villeta,90,Moderate,2,Good,5,Good,3,Good,90,Moderate,5.0083,-74.4738
Argentina,Villeta,90,Moderate,2,Good,5,Good,3,Good,90,Moderate,-25.51,-57.56
United States of America,Wells,29,Good,1,Good,29,Good,5,Good,29,Good,51.2094,-2.645
United States of America,Wells,29,Good,1,Good,29,Good,5,Good,29,Good,43.3267,-70.6336
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,44.9057,-92.923
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,41.3284,-74.1004
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,39.8379,-75.1524
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,40.8176,-73.4703
United States of America,Woodbury,56,Moderate,2,Good,19,Good,16,Good,56,Moderate,41.5615,-73.207
United States of America,Yeadon,59,Moderate,2,Good,17,Good,18,Good,59,Moderate,39.9325,-75.2527
United States of America,Yeadon,59,Moderate,2,Good,17,Good,18,Good,59,Moderate,53.869,-1.688
United States of America,Forest Park,81,Moderate,2,Good,15,Good,19,Good,81,Moderate,41.8683,-87.8157
United States of America,Forest Park,81,Moderate,2,Good,15,Good,19,Good,81,Moderate,39.2861,-84.5258
United States of America,Forest Park,81,Moderate,2,Good,15,Good,19,Good,81,Moderate,33.6209,-84.359
United States of America,Oregon,42,Good,1,Good,42,Good,6,Good,33,Good,41.6524,-83.4321
United States of America,Oregon,42,Good,1,Good,42,Good,6,Good,33,Good,42.9253,-89.3892
United States of America,Oswego,54,Moderate,2,Good,28,Good,11,Good,54,Moderate,41.6834,-88.3372
United States of America,Oswego,54,Moderate,2,Good,28,Good,11,Good,54,Moderate,43.4516,-76.5005
United States of America,Pineville,48,Good,1,Good,15,Good,4,Good,48,Good,31.3414,-92.4096
United States of America,Pineville,48,Good,1,Good,15,Good,4,Good,48,Good,35.0864,-80.8915
Portugal,Porto,28,Good,0,Good,28,Good,2,Good,21,Good,41.1621,-8.622
Portugal,Porto,28,Good,0,Good,28,Good,2,Good,21,Good,-3.8928,-42.71
United States of America,Russellville,79,Moderate,1,Good,23,Good,4,Good,79,Moderate,35.2762,-93.1383
United States of America,Russellville,79,Moderate,1,Good,23,Good,4,Good,79,Moderate,34.5055,-87.7283
United States of America,Rye,70,Moderate,2,Good,12,Good,24,Good,70,Moderate,41.0075,-73.6872
United States of America,Rye,70,Moderate,2,Good,12,Good,24,Good,70,Moderate,50.95,0.73
United Kingdom of Great Britain and Northern Ireland,Sale,34,Good,1,Good,30,Good,3,Good,34,Good,34.0333,-6.8
United Kingdom of Great Britain and Northern Ireland,Sale,34,Good,1,Good,30,Good,3,Good,34,Good,53.424,-2.322
United Kingdom of Great Britain and Northern Ireland,Sale,34,Good,1,Good,30,Good,3,Good,34,Good,-38.1,147.0667
Chile,San Bernardo,240,Very Unhealthy,15,Good,0,Good,24,Good,240,Very Unhealthy,-33.5833,-70.7
Chile,San Bernardo,240,Very Unhealthy,15,Good,0,Good,24,Good,240,Very Unhealthy,1.5108,-77.0467
Chile,San Bernardo,240,Very Unhealthy,15,Good,0,Good,24,Good,240,Very Unhealthy,-27.2667,-60.7
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,37.3012,-121.848
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,12.3528,121.0676
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,15.7919,120.99
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,10.7433,121.9411
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,10.18,125.5683
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,13.8772,121.105
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,13.6981,123.5186
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,10.0083,125.5889
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,9.4167,123.2333
,San Jose,45,Good,1,Good,17,Good,0,Good,45,Good,12.531,124.487
Costa Rica,San Josecito,83,Moderate,2,Good,2,Good,14,Good,83,Moderate,10.0126,-84.1119
Costa Rica,San Josecito,83,Moderate,2,Good,2,Good,14,Good,83,Moderate,9.8885,-84.1055
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,14.07,121.325
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,37.9629,-122.3426
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,9.9918,-84.0937
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,7.4825,-73.925
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,7.6578,123.4597
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,17.4478,121.795
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,1.6725,-77.0139
United States of America,San Pablo,55,Moderate,1,Good,15,Good,17,Good,55,Moderate,-40.4,-73.0167
United States of America,Santa Clara,66,Moderate,2,Good,9,Good,20,Good,66,Moderate,22.4069,-79.9649
United States of America,Santa Clara,66,Moderate,2,Good,9,Good,20,Good,66,Moderate,37.3646,-121.968
United States of America,Santa Clara,66,Moderate,2,Good,9,Good,20,Good,66,Moderate,44.1154,-123.1344
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,18.4764,-69.8933
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,15.59,120.8786
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,22.5833,-80.2383
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,9.988,-84.0686
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,13.235,123.7769
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,17.6414,120.4108
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,12.2631,-85.0822
Ecuador,Santo Domingo,70,Moderate,2,Good,3,Good,7,Good,70,Moderate,6.4708,-75.1658
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,14.0833,121.1833
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,7.5333,125.6167
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,15.0,120.75
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,16.2833,120.3833
Colombia,Santo Tomas,85,Moderate,2,Good,18,Good,7,Good,85,Moderate,17.4,121.7667
United States of America,Riverton,54,Moderate,1,Good,13,Good,12,Good,54,Moderate,40.5176,-111.9636
United States of America,Riverton,54,Moderate,1,Good,13,Good,12,Good,54,Moderate,43.0421,-108.4144
United States of America,Norwood,34,Good,1,Good,24,Good,8,Good,34,Good,39.1605,-84.4535
United States of America,Norwood,34,Good,1,Good,24,Good,8,Good,34,Good,42.1861,-71.1948
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,36.1901,-94.1574
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,39.8769,-74.9724
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,39.2909,-84.476
United Kingdom of Great Britain and Northern Ireland,Stafford,41,Good,1,Good,30,Good,3,Good,41,Good,52.807,-2.117
United Kingdom of Great Britain and Northern Ireland,Stafford,41,Good,1,Good,30,Good,3,Good,41,Good,39.7049,-74.2643
United Kingdom of Great Britain and Northern Ireland,Stafford,41,Good,1,Good,30,Good,3,Good,41,Good,29.6271,-95.5654
United Kingdom of Great Britain and Northern Ireland,Stafford,41,Good,1,Good,30,Good,3,Good,41,Good,41.9876,-72.3122
United Kingdom of Great Britain and Northern Ireland,Stroud,51,Moderate,1,Good,21,Good,5,Good,51,Moderate,41.0001,-75.2173
United Kingdom of Great Britain and Northern Ireland,Stroud,51,Moderate,1,Good,21,Good,5,Good,51,Moderate,51.744,-2.215
India,Kota,160,Unhealthy,1,Good,42,Good,1,Good,160,Unhealthy,25.18,75.83
India,Kota,160,Unhealthy,1,Good,42,Good,1,Good,160,Unhealthy,14.0333,80.05
Thailand,Kathu,40,Good,0,Good,23,Good,0,Good,40,Good,7.9112,98.3475
Thailand,Kathu,40,Good,0,Good,23,Good,0,Good,40,Good,-27.7,23.05
United Kingdom of Great Britain and Northern Ireland,Irvine,62,Moderate,0,Good,34,Good,0,Good,62,Moderate,33.6772,-117.7738
United Kingdom of Great Britain and Northern Ireland,Irvine,62,Moderate,0,Good,34,Good,0,Good,62,Moderate,55.6201,-4.6614
United States of America,Shelbyville,45,Good,1,Good,30,Good,8,Good,45,Good,35.4987,-86.4517
United States of America,Shelbyville,45,Good,1,Good,30,Good,8,Good,45,Good,39.5352,-85.7793
United States of America,Shelbyville,45,Good,1,Good,30,Good,8,Good,45,Good,38.2067,-85.2292
India,Sirsa,260,Very Unhealthy,1,Good,47,Good,0,Good,239,Very Unhealthy,29.5333,75.0167
India,Sirsa,260,Very Unhealthy,1,Good,47,Good,0,Good,239,Very Unhealthy,26.2667,84.7403
Republic of Moldova,Slobozia,52,Moderate,1,Good,39,Good,0,Good,52,Moderate,44.5639,27.3661
Republic of Moldova,Slobozia,52,Moderate,1,Good,39,Good,0,Good,52,Moderate,46.7333,29.7
United Kingdom of Great Britain and Northern Ireland,Southport,67,Moderate,0,Good,33,Good,0,Good,67,Moderate,53.6475,-3.0053
United Kingdom of Great Britain and Northern Ireland,Southport,67,Moderate,0,Good,33,Good,0,Good,67,Moderate,-27.9667,153.4
United Kingdom of Great Britain and Northern Ireland,Southport,67,Moderate,0,Good,33,Good,0,Good,67,Moderate,42.04,-76.8775
United States of America,Stoughton,68,Moderate,3,Good,2,Good,12,Good,68,Moderate,42.1192,-71.1019
United States of America,Stoughton,68,Moderate,3,Good,2,Good,12,Good,68,Moderate,42.9237,-89.2225
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,37.7558,-122.4449
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,9.9083,-84.0582
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,13.7,-88.1
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,30.9,-112.6
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,8.505,125.9771
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,-31.4356,-62.0714
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,10.65,124.35
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,16.8017,-89.9342
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,15.6667,-87.0333
Costa Rica,San Francisco,58,Moderate,1,Good,9,Good,7,Good,58,Moderate,14.1167,-88.3667
United States of America,Sanford,42,Good,1,Good,42,Good,2,Good,30,Good,28.7891,-81.2757
United States of America,Sanford,42,Good,1,Good,42,Good,2,Good,30,Good,35.4875,-79.177
United States of America,Sanford,42,Good,1,Good,42,Good,2,Good,30,Good,43.4244,-70.7573
Germany,Senden,34,Good,1,Good,34,Good,2,Good,25,Good,48.3167,10.0667
Germany,Senden,34,Good,1,Good,34,Good,2,Good,25,Good,51.8572,7.4828
Brazil,Tamboril,34,Good,1,Good,5,Good,2,Good,34,Good,19.48,-70.6
Brazil,Tamboril,34,Good,1,Good,5,Good,2,Good,34,Good,-4.8319,-40.3208
United States of America,Sherwood,61,Moderate,1,Good,29,Good,3,Good,61,Moderate,34.8507,-92.2029
United States of America,Sherwood,61,Moderate,1,Good,29,Good,3,Good,61,Moderate,45.3594,-122.8427
United States of America,Silver Spring,42,Good,1,Good,39,Good,6,Good,42,Good,39.0028,-77.0207
United States of America,Silver Spring,42,Good,1,Good,39,Good,6,Good,42,Good,40.2503,-77.0567
Portugal,Silves,36,Good,1,Good,36,Good,3,Good,19,Good,37.1869,-8.4389
Portugal,Silves,36,Good,1,Good,36,Good,3,Good,19,Good,-2.8389,-58.2092
,Sinop,47,Good,1,Good,33,Good,0,Good,47,Good,-11.8481,-55.6492
,Sinop,47,Good,1,Good,33,Good,0,Good,47,Good,42.0267,35.1511
United States of America,Harrisburg,67,Moderate,2,Good,20,Good,17,Good,67,Moderate,40.2752,-76.8843
United States of America,Harrisburg,67,Moderate,2,Good,20,Good,17,Good,67,Moderate,35.3125,-80.6485
United States of America,Exeter,55,Moderate,1,Good,28,Good,5,Good,55,Moderate,50.7256,-3.5269
United States of America,Exeter,55,Moderate,1,Good,28,Good,5,Good,55,Moderate,40.3139,-75.834
United States of America,Exeter,55,Moderate,1,Good,28,Good,5,Good,55,Moderate,42.9901,-70.9646
United States of America,Exeter,55,Moderate,1,Good,28,Good,5,Good,55,Moderate,36.2941,-119.1459
United States of America,Fairview,75,Moderate,2,Good,18,Good,20,Good,75,Moderate,40.8182,-74.0022
United States of America,Fairview,75,Moderate,2,Good,18,Good,20,Good,75,Moderate,40.1735,-76.8655
United States of America,Fairview,75,Moderate,2,Good,18,Good,20,Good,75,Moderate,37.6758,-122.0473
United States of America,Fairview,75,Moderate,2,Good,18,Good,20,Good,75,Moderate,42.0261,-80.2361
United States of America,Fairview,75,Moderate,2,Good,18,Good,20,Good,75,Moderate,45.5469,-122.439
United States of America,Fairview,75,Moderate,2,Good,18,Good,20,Good,75,Moderate,33.1399,-96.6117
United States of America,Fairview,75,Moderate,2,Good,18,Good,20,Good,75,Moderate,35.9815,-87.1291
United States of America,Forestville,46,Good,1,Good,30,Good,9,Good,46,Good,38.8518,-76.8708
United States of America,Forestville,46,Good,1,Good,30,Good,9,Good,46,Good,39.0711,-84.3389
United States of America,Chillicothe,42,Good,1,Good,35,Good,6,Good,42,Good,39.3393,-82.9939
United States of America,Chillicothe,42,Good,1,Good,35,Good,6,Good,42,Good,39.7953,-93.5499
United States of America,Bloomingdale,55,Moderate,1,Good,12,Good,18,Good,55,Moderate,27.8784,-82.2624
United States of America,Bloomingdale,55,Moderate,1,Good,12,Good,18,Good,55,Moderate,41.9497,-88.0895
United States of America,Bloomingdale,55,Moderate,1,Good,12,Good,18,Good,55,Moderate,36.5793,-82.5096
France,Brest,28,Good,0,Good,28,Good,1,Good,25,Good,52.1347,23.6569
France,Brest,28,Good,0,Good,28,Good,1,Good,25,Good,48.39,-4.49
United States of America,Butler,50,Good,1,Good,31,Good,8,Good,50,Good,40.8616,-79.8962
United States of America,Butler,50,Good,1,Good,31,Good,8,Good,50,Good,41.0358,-75.9798
Colombia,Caldas,125,Unhealthy for Sensitive Groups,4,Good,0,Good,8,Good,125,Unhealthy for Sensitive Groups,6.09,-75.638
Colombia,Caldas,125,Unhealthy for Sensitive Groups,4,Good,0,Good,8,Good,125,Unhealthy for Sensitive Groups,-21.9239,-46.3858
Brazil,Capela,35,Good,0,Good,13,Good,2,Good,35,Good,-10.5028,-37.0528
Brazil,Capela,35,Good,0,Good,13,Good,2,Good,35,Good,-9.4075,-36.0736
Philippines,Bambang,53,Moderate,1,Good,26,Good,0,Good,53,Moderate,14.5228,121.0689
Philippines,Bambang,53,Moderate,1,Good,26,Good,0,Good,53,Moderate,16.3872,121.1075
United Kingdom of Great Britain and Northern Ireland,Bath,47,Good,0,Good,32,Good,1,Good,47,Good,51.38,-2.36
United Kingdom of Great Britain and Northern Ireland,Bath,47,Good,0,Good,32,Good,1,Good,47,Good,42.3219,-77.3083
United Kingdom of Great Britain and Northern Ireland,Bath,47,Good,0,Good,32,Good,1,Good,47,Good,43.9346,-69.8346
Canada,Bathurst,35,Good,1,Good,29,Good,0,Good,35,Good,-33.42,149.5778
Canada,Bathurst,35,Good,1,Good,29,Good,0,Good,35,Good,47.62,-65.65
Portugal,Belas,45,Good,0,Good,30,Good,2,Good,45,Good,-8.9983,13.265
Portugal,Belas,45,Good,0,Good,30,Good,2,Good,45,Good,38.7754,-9.2716
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,37.9722,-122.0016
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,35.3933,-80.6369
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,43.2305,-71.5595
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,38.5117,-90.3574
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,42.462,-71.3639
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,39.8741,-75.5135
Argentina,Concordia,19,Good,0,Good,17,Good,0,Good,19,Good,-31.4,-58.0333
Argentina,Concordia,19,Good,0,Good,17,Good,0,Good,19,Good,6.049,-75.909
Argentina,Concordia,19,Good,0,Good,17,Good,0,Good,19,Good,10.2667,-74.8333
Canada,Cornwall,36,Good,1,Good,36,Good,0,Good,25,Good,45.0275,-74.74
Canada,Cornwall,36,Good,1,Good,36,Good,0,Good,25,Good,41.4195,-74.054
United States of America,Glendale,52,Moderate,1,Good,26,Good,1,Good,52,Moderate,33.5791,-112.2311
United States of America,Glendale,52,Moderate,1,Good,26,Good,1,Good,52,Moderate,34.1819,-118.2468
United States of America,Glendale,52,Moderate,1,Good,26,Good,1,Good,52,Moderate,43.1287,-87.9277
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,34.8354,-82.3646
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,35.5943,-77.376
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,5.0167,-9.0333
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,33.385,-91.0514
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,33.1116,-96.1099
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,40.1043,-84.6209
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,40.9986,-73.8189
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,43.1797,-85.2534
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,41.882,-71.5549
Japan,Hidaka,88,Moderate,2,Good,11,Good,22,Good,88,Moderate,35.9078,139.3391
Japan,Hidaka,88,Moderate,2,Good,11,Good,22,Good,88,Moderate,42.4803,142.0743
United States of America,Hillsborough,50,Good,1,Good,34,Good,2,Good,50,Good,40.4985,-74.674
United States of America,Hillsborough,50,Good,1,Good,34,Good,2,Good,50,Good,40.5069,-74.6523
United States of America,Hillsborough,50,Good,1,Good,34,Good,2,Good,50,Good,37.5572,-122.3586
United States of America,Hillsborough,50,Good,1,Good,34,Good,2,Good,50,Good,36.0679,-79.0991
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,29.4632,-98.5238
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,14.4656,121.0311
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,-25.3797,-57.6097
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,9.9781,-84.1879
